Time,Event,UnempIns,Age,LogWage,Tenure,RepRate,DisRate,HeadOfHousehold,Married,Female,Childen,NonWhite,BlueCollar,Mining,Construction,Transportation,Trade,Services,PublicAdmin
1,1,0,29,5.3799,0,0.364,0.073,0,1,0,0,0,1,0,1,0,0,0,0
5,0,0,24,5.49306,0,0.364,0.073,0,0,1,0,0,0,0,0,0,0,1,0
7,0,0,22,5.84932,1,0.364,0.073,1,0,0,0,0,1,0,1,0,0,0,0
6,1,1,28,6.16752,5,0.284,0.057,1,1,0,0,0,1,0,0,0,1,0,0
4,0,0,30,6.21661,11,0.27,0.054,0,1,1,1,0,0,0,0,0,0,0,0
2,0,1,22,5.79909,3,0.364,0.073,1,0,0,1,0,1,0,1,0,0,0,0
2,0,1,21,5.20401,0,0.364,0.073,1,0,1,0,0,0,0,0,1,0,0,0
3,0,1,26,6.07304,2,0.312,0.062,1,1,0,0,0,1,0,1,0,0,0,0
2,0,0,25,5.89715,1,0.364,0.073,0,0,0,0,0,1,0,1,0,0,0,0
4,1,1,33,5.65599,2,0.364,0.073,0,1,1,1,0,0,0,0,0,1,0,0
1,0,0,27,4.99721,2,0.4,0.2,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,37,5.79909,11,0.4,0.2,1,1,0,1,0,1,0,0,0,0,0,0
7,1,1,38,5.45532,16,0.4,0.2,0,1,1,1,0,0,0,0,0,0,1,0
2,1,0,26,4.99721,4,0.4,0.2,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,33,5.04986,5,0.4,0.2,1,0,1,0,0,1,0,0,0,1,0,0
1,1,0,26,5.81114,1,0.4,0.2,0,0,0,0,0,1,0,0,0,0,1,0
14,0,1,50,5.65599,10,0.4,0.2,1,1,0,0,0,1,0,0,0,0,0,0
2,0,1,47,4.86753,1,0.4,0.2,0,1,1,0,0,1,0,0,0,0,1,0
7,1,0,47,6.66057,10,0.228,0.068,1,1,0,1,0,1,0,0,0,0,0,0
7,0,1,39,5.15906,5,0.5,0.15,0,1,1,1,0,0,0,0,0,1,0,0
5,1,0,29,5.84932,0,0.5,0.15,1,0,0,0,0,0,0,0,0,0,1,0
3,1,0,50,5.64191,0,0.5,0.15,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,46,6.76619,1,0.205,0.062,1,1,0,0,0,0,0,0,0,0,0,0
5,0,0,20,5.25227,0,0.5,0.15,0,0,1,1,0,0,0,0,1,0,0,0
3,0,0,54,5.96615,21,0.456,0.137,1,0,1,0,0,1,0,0,0,0,1,0
2,0,0,31,5.56068,3,0.5,0.15,0,0,0,0,0,1,0,0,0,0,1,0
13,1,1,40,5.94542,11,0.466,0.14,1,1,0,1,0,1,0,0,0,0,0,0
6,0,0,33,5.60947,3,0.5,0.15,0,1,1,1,1,0,0,0,0,0,0,0
7,0,0,32,5.56068,13,0.5,0.15,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,27,5.4848,2,0.5,0.15,1,0,1,1,0,1,0,0,0,0,0,0
4,0,1,33,5.71703,12,0.483,0.043,1,1,0,1,0,0,0,0,0,1,0,0
9,1,0,30,5.743,0,0.469,0.042,1,0,0,0,0,1,0,1,0,0,0,0
1,1,0,50,5.96615,3,0.376,0.033,1,1,0,0,0,1,0,1,0,0,0,0
9,0,1,34,5.89715,1,0.402,0.036,1,1,0,1,0,1,0,0,1,0,0,0
5,0,0,37,4.79579,1,0.578,0.107,0,0,1,0,0,1,0,1,0,0,0,0
3,0,1,32,5.15906,2,0.578,0.075,1,0,1,0,0,1,0,0,0,0,1,0
3,0,1,55,6.54247,23,0.211,0.019,1,1,0,0,0,0,0,0,1,0,0,0
3,0,1,22,5.273,2,0.578,0.067,0,0,0,0,0,1,0,1,0,0,0,0
2,0,1,42,5.42054,2,0.578,0.058,1,1,0,1,0,1,1,0,0,0,0,0
2,0,0,40,6.07304,9,0.4,0.2,1,1,0,1,0,0,0,0,0,1,0,0
14,0,1,29,5.15906,1,0.52,0.26,0,1,1,1,0,0,0,0,1,0,0,0
1,1,0,37,6.40853,0,0.286,0.143,1,1,0,1,0,1,0,1,0,0,0,0
1,1,0,52,5.84932,20,0.5,0.25,1,0,1,0,0,0,0,0,0,0,1,0
3,0,0,27,5.92158,2,0.465,0.233,1,1,0,1,0,0,0,0,0,0,1,0
2,0,0,39,5.3799,2,0.52,0.26,1,0,1,0,0,0,0,0,0,1,0,0
7,0,1,37,5.89715,0,0.476,0.238,1,0,0,0,0,1,0,0,0,0,1,0
2,0,1,27,6.40853,5,0.286,0.143,0,1,1,0,0,0,0,0,0,1,0,0
5,0,1,56,6.25575,7,0.333,0.167,1,1,0,0,0,1,1,0,0,0,0,0
22,0,0,41,5.23111,0,0.52,0.26,1,1,0,1,0,1,0,0,0,0,1,0
1,1,0,32,5.96615,0,0.444,0.222,1,0,0,0,0,1,0,1,0,0,0,0
4,0,1,38,7.29641,0,0.118,0.059,1,1,0,0,0,1,0,1,0,0,0,0
2,0,0,30,5.84932,3,0.5,0.25,1,0,0,1,0,1,0,0,0,0,0,0
7,0,1,42,5.29832,9,0.52,0.13,1,1,0,0,1,1,0,0,0,0,0,0
27,1,1,42,5.70378,5,0.52,0.13,1,1,0,1,0,1,0,0,0,1,0,0
10,0,1,54,6.68461,1,0.236,0.059,1,1,0,0,0,0,0,0,0,0,0,0
4,1,1,52,6.10925,4,0.42,0.105,1,1,0,0,0,0,0,0,1,0,0,0
7,0,1,50,5.16479,0,0.52,0.13,1,1,0,1,0,1,0,0,0,0,0,0
7,1,0,21,4.82831,1,0.52,0.13,1,0,1,0,1,1,0,0,1,0,0,0
3,0,0,26,5.52146,1,0.52,0.13,0,0,0,0,1,1,0,1,0,0,0,0
2,0,0,34,6.04025,0,0.45,0.113,1,1,0,1,0,0,0,0,0,1,0,0
9,0,0,31,5.273,5,0.52,0.13,0,1,1,1,0,0,0,0,0,0,0,0
3,0,1,39,6.17379,5,0.394,0.098,1,1,0,0,0,1,0,0,0,0,0,0
10,0,1,49,7.27379,9,0.131,0.033,1,1,0,1,0,0,1,0,0,0,0,0
7,0,0,28,5.70378,0,0.52,0.13,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,49,6.29157,6,0.35,0.088,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,31,5.52146,1,0.52,0.13,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,46,5.57595,0,0.52,0.13,1,1,0,0,0,1,0,1,0,0,0,0
1,1,0,37,5.4161,3,0.52,0.13,1,1,0,1,0,0,0,0,0,1,0,0
9,1,1,32,6.21461,4,0.378,0.095,1,1,0,1,0,0,0,0,0,0,0,0
2,1,0,22,5.8861,1,0.52,0.13,1,0,0,0,0,1,0,1,0,0,0,0
1,1,0,44,6.39693,17,0.315,0.079,1,1,0,1,0,1,0,0,0,0,0,0
3,0,0,33,6.39693,8,0.315,0.079,1,1,0,1,0,1,0,0,1,0,0,0
3,0,0,33,5.19296,6,0.52,0.13,1,1,0,1,1,1,0,0,0,1,0,0
1,0,0,20,5.99146,0,0.473,0.118,0,0,1,1,0,0,0,0,0,1,0,0
5,1,1,21,5.61677,4,0.52,0.13,1,1,0,0,0,1,0,0,0,1,0,0
2,1,0,31,6.05209,4,0.445,0.111,1,1,0,1,1,0,0,0,1,0,0,0
6,0,0,45,6.36303,7,0.326,0.081,1,1,0,1,0,1,0,0,0,0,0,0
21,1,1,33,6.15273,4,0.402,0.101,0,1,1,0,0,0,0,0,0,0,0,0
5,0,1,25,5.61677,6,0.52,0.13,1,0,1,1,1,0,0,0,0,0,1,0
4,1,1,50,6.21461,2,0.378,0.095,1,1,0,0,0,0,0,0,0,0,1,0
3,0,0,26,5.29832,3,0.52,0.13,0,1,1,0,0,0,0,0,0,0,1,0
4,0,0,33,5.48064,1,0.52,0.13,0,1,1,1,0,1,0,0,0,1,0,0
2,1,0,42,6.21461,1,0.378,0.095,1,0,0,0,0,0,0,0,1,0,0,0
2,1,1,38,5.70378,2,0.52,0.13,1,1,0,1,0,1,0,0,0,0,0,0
7,1,1,34,5.29832,2,0.52,0.13,0,1,1,1,0,1,0,0,0,0,1,0
12,0,1,42,5.01064,3,0.52,0.13,1,0,1,1,0,1,0,0,0,0,0,0
1,1,0,46,6.39693,5,0.315,0.079,1,1,0,0,0,0,0,0,0,0,0,0
1,1,0,27,6.21461,2,0.378,0.095,0,1,1,1,0,0,0,0,0,0,0,0
2,0,0,26,5.1358,1,0.52,0.13,1,0,1,0,1,1,0,1,0,0,0,0
8,1,0,23,5.85793,1,0.52,0.13,0,1,1,1,0,0,0,0,0,0,0,0
7,0,1,24,5.47227,2,0.52,0.13,1,0,0,0,0,1,0,0,0,0,0,0
7,0,0,21,5.52146,2,0.52,0.13,0,1,1,0,0,1,0,0,0,0,0,0
14,0,1,36,6.10925,1,0.42,0.105,1,1,0,1,0,0,0,0,0,0,1,0
10,0,1,32,6.21461,10,0.378,0.095,1,0,0,0,0,0,0,0,0,0,1,0
5,1,1,32,6.47697,4,0.291,0.073,1,0,0,0,0,0,1,0,0,0,0,0
15,0,1,28,5.19296,0,0.52,0.13,0,0,0,0,0,1,0,0,0,1,0,0
2,1,1,31,6.21461,7,0.378,0.095,0,1,1,0,0,0,0,0,0,0,0,0
3,0,0,23,5.4161,0,0.52,0.13,0,0,0,1,1,1,0,0,0,0,1,0
1,0,0,43,6.08222,5,0.432,0.108,0,1,1,0,0,0,1,0,0,0,0,0
3,1,0,50,5.29832,1,0.52,0.13,1,1,0,1,0,0,0,0,0,0,0,0
3,0,0,45,5.6204,8,0.52,0.13,1,0,1,1,0,0,0,0,0,0,1,0
13,0,1,23,5.52146,2,0.52,0.13,0,1,1,1,0,1,0,0,0,0,0,1
5,1,0,33,5.8861,6,0.52,0.13,0,1,1,1,0,0,0,0,0,1,0,0
2,0,0,39,5.63479,4,0.52,0.13,0,1,1,1,0,0,0,0,0,0,0,0
4,0,1,28,5.61677,1,0.52,0.13,1,1,0,1,0,1,0,0,0,0,0,0
2,0,0,24,5.01064,0,0.52,0.13,1,0,0,0,0,1,0,1,0,0,0,0
1,1,0,40,7.6004,17,0.095,0.024,1,1,0,1,0,0,1,0,0,0,0,0
2,1,0,21,5.29832,1,0.52,0.13,1,0,1,1,0,1,0,0,0,0,0,0
7,0,0,28,5.29832,5,0.52,0.13,0,0,0,0,1,0,0,0,0,0,1,0
7,1,1,42,6.30992,9,0.344,0.086,1,1,0,0,0,0,0,0,0,0,0,0
7,0,1,40,5.59842,1,0.52,0.13,0,1,1,0,0,0,0,0,0,0,0,0
7,1,0,24,6.04025,2,0.45,0.113,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,25,5.70378,2,0.52,0.13,1,1,0,1,0,1,0,0,0,0,0,0
9,0,1,34,5.95584,2,0.49,0.122,1,1,0,1,0,1,0,0,0,0,0,0
1,0,0,20,5.01064,0,0.52,0.13,0,1,1,1,0,0,0,0,0,1,0,0
2,0,1,21,5.07517,0,0.52,0.13,0,0,1,0,0,0,0,0,1,0,0,0
7,1,0,24,4.89784,3,0.52,0.13,0,0,1,1,0,0,0,1,0,0,0,0
7,0,0,28,6.13123,0,0.411,0.103,1,1,0,1,0,1,0,1,0,0,0,0
1,1,0,40,5.99146,2,0.473,0.118,1,1,0,1,0,1,0,0,1,0,0,0
14,1,1,45,6.16331,7,0.398,0.099,1,1,0,1,0,0,0,0,0,1,0,0
5,0,1,31,5.99146,1,0.473,0.118,1,0,0,0,0,1,0,0,0,0,0,0
5,1,0,21,5.42054,0,0.52,0.13,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0,32,6.04025,12,0.45,0.113,0,1,1,1,0,0,0,0,0,0,0,0
14,1,1,48,6.21461,20,0.378,0.095,1,0,0,0,0,1,0,0,0,0,0,0
5,0,0,24,4.91265,0,0.52,0.13,0,1,0,0,0,1,0,1,0,0,0,0
2,0,1,46,5.85793,3,0.52,0.13,0,1,1,0,0,0,0,0,0,0,0,0
9,1,1,23,5.52146,1,0.52,0.13,1,1,0,0,0,1,0,1,0,0,0,0
6,1,0,23,5.92693,0,0.504,0.126,0,0,0,0,0,1,1,0,0,0,0,0
5,0,0,32,6.55108,13,0.27,0.068,1,0,0,0,0,1,1,0,0,0,0,0
2,0,0,36,5.99146,2,0.473,0.118,1,0,0,0,1,1,0,0,0,0,0,0
2,0,0,22,5.52146,0,0.52,0.13,0,1,1,1,0,0,0,0,0,1,0,0
13,0,1,45,6.10925,9,0.498,0.199,1,1,0,0,0,1,0,0,0,0,0,0
2,0,0,52,6.35437,15,0.39,0.156,1,1,0,1,0,1,0,0,0,1,0,0
7,1,1,32,5.61677,2,0.52,0.208,1,1,0,1,0,0,0,0,0,0,0,0
3,0,1,21,5.29832,6,0.52,0.208,1,0,1,1,0,1,0,0,0,0,0,0
3,0,0,51,5.85793,0,0.52,0.208,0,0,0,0,0,1,0,0,0,0,0,0
9,1,1,22,5.70378,3,0.52,0.208,1,0,1,0,0,0,0,0,0,0,1,0
2,1,1,42,5.61677,10,0.52,0.208,1,1,0,1,1,0,0,0,0,0,0,0
13,1,1,58,6.21461,8,0.448,0.179,1,1,0,1,0,0,0,0,0,0,0,0
2,0,1,27,5.29832,6,0.52,0.208,0,0,0,0,0,1,0,0,0,0,0,0
4,0,1,36,4.82831,1,0.52,0.208,1,1,0,1,1,1,0,0,0,0,1,0
1,1,0,36,5.01064,3,0.52,0.208,0,1,1,1,1,0,0,1,0,0,0,0
4,0,1,53,6.05209,30,0.52,0.208,1,1,0,0,0,1,0,0,0,0,0,0
3,1,1,25,6.10925,2,0.498,0.199,1,1,0,0,0,0,0,0,0,0,0,0
5,0,0,28,5.63479,0,0.52,0.208,1,1,0,1,0,1,0,0,0,0,0,0
7,0,1,30,6.21461,5,0.448,0.179,1,1,0,1,0,1,0,0,0,0,0,0
5,0,1,45,5.70378,8,0.52,0.208,1,1,0,1,0,1,0,0,1,0,0,0
25,0,0,40,5.19296,0,0.52,0.208,0,0,0,0,1,1,0,0,0,0,1,0
15,0,1,36,5.8522,7,0.52,0.208,1,1,0,1,0,1,0,0,0,0,0,0
7,0,0,30,6.08677,5,0.509,0.204,1,1,0,1,0,1,0,0,0,0,0,0
4,0,1,35,5.99146,0,0.52,0.208,1,1,0,1,1,1,0,0,1,0,0,0
3,0,1,44,5.94017,13,0.52,0.208,0,1,1,0,0,0,0,0,0,0,1,0
1,1,0,31,6.55108,2,0.32,0.128,1,1,0,1,0,0,0,0,0,0,0,0
1,1,0,42,5.99146,2,0.52,0.208,1,1,0,0,0,1,0,0,0,0,0,0
14,0,1,55,6.01616,15,0.52,0.208,1,1,0,0,0,1,0,0,0,0,0,0
8,0,1,27,5.29832,1,0.52,0.208,1,1,0,0,0,0,0,0,0,0,1,0
5,0,1,29,4.90527,7,0.52,0.208,0,1,1,1,0,0,0,0,0,1,0,0
9,0,1,30,6.55108,3,0.32,0.128,1,1,0,1,0,1,0,0,0,0,1,0
3,1,0,26,5.85793,5,0.52,0.208,0,0,0,0,1,0,0,0,0,0,1,0
13,0,1,59,5.29832,35,0.52,0.208,1,0,1,0,0,1,0,0,0,0,0,0
3,0,0,32,5.99146,0,0.52,0.208,1,1,0,1,0,1,0,0,1,0,0,0
6,0,0,27,4.82831,0,0.52,0.208,0,0,1,0,0,1,0,0,0,0,0,0
9,0,0,30,4.98361,0,0.52,0.208,0,0,1,0,0,1,0,0,0,0,0,0
5,0,1,37,5.63479,0,0.52,0.208,1,1,0,1,0,1,0,0,0,1,0,0
10,0,1,32,5.16479,1,0.52,0.208,0,1,1,1,0,1,0,0,0,0,1,0
14,1,0,37,4.89784,2,0.52,0.208,0,1,1,1,0,1,0,0,0,0,0,0
4,0,1,47,5.99146,14,0.52,0.208,1,1,0,1,0,1,0,0,0,0,0,0
4,0,0,22,5.48064,2,0.52,0.208,1,0,0,0,0,1,0,0,0,0,1,0
9,0,0,50,5.24702,0,0.52,0.208,1,1,0,0,0,1,0,1,0,0,0,0
2,0,0,22,5.29832,0,0.52,0.208,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,30,6.30992,4,0.407,0.163,1,1,0,1,0,0,0,0,0,0,0,0
9,0,1,37,6.10925,2,0.498,0.199,1,1,0,1,0,1,0,0,0,0,0,0
5,0,1,50,6.10925,15,0.498,0.199,1,1,0,1,0,0,0,0,0,0,1,0
3,0,1,26,5.56068,6,0.52,0.208,1,1,0,0,0,1,0,0,0,0,0,0
4,1,1,26,6.21461,5,0.448,0.179,1,1,0,1,0,1,0,0,0,0,0,0
9,0,0,26,4.90527,4,0.52,0.208,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,35,5.70378,2,0.52,0.208,1,1,0,1,0,1,0,1,0,0,0,0
8,0,1,23,5.82895,2,0.52,0.208,0,0,0,1,0,1,0,0,0,1,0,0
25,0,1,23,5.01064,5,0.52,0.208,0,1,1,1,0,1,0,0,0,0,0,0
27,0,1,38,5.01064,2,0.48,0.24,1,0,1,1,1,1,0,0,0,0,0,0
12,0,1,38,6.08677,15,0.366,0.183,1,1,0,1,0,1,0,0,0,0,0,0
10,0,1,32,5.70378,1,0.48,0.24,1,1,0,1,0,1,0,1,0,0,0,0
3,1,0,33,5.01064,4,0.48,0.24,1,1,0,1,0,1,0,1,0,0,0,0
3,0,0,23,5.01064,0,0.48,0.24,1,0,1,0,0,1,0,0,1,0,0,0
14,0,1,42,6.16121,5,0.34,0.17,1,0,1,1,1,0,0,0,0,0,0,0
5,0,1,41,6.30992,15,0.293,0.146,1,0,0,0,0,1,0,0,0,0,0,0
9,0,1,43,6.18826,22,0.331,0.165,1,0,0,0,1,1,0,0,0,1,0,0
3,0,1,49,5.99146,0,0.403,0.201,1,1,0,0,0,1,1,0,0,0,0,0
5,0,1,30,6.21461,7,0.322,0.161,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,29,6.47697,0,0.248,0.124,1,1,0,1,0,0,0,0,0,1,0,0
2,1,0,35,6.27099,2,0.304,0.152,1,1,0,1,0,0,0,0,0,0,0,0
2,0,0,23,5.16479,1,0.48,0.24,1,0,0,1,0,1,0,0,0,1,0,0
7,0,1,57,5.99146,9,0.403,0.201,0,1,1,0,1,1,0,0,0,0,0,0
4,0,0,27,5.63479,0,0.48,0.24,0,0,0,1,0,1,0,0,0,0,1,0
3,0,0,36,5.2832,1,0.48,0.24,1,1,0,1,1,1,0,1,0,0,0,0
11,0,1,20,5.29832,1,0.48,0.24,0,0,0,0,0,1,0,1,0,0,0,0
3,1,0,22,5.19296,2,0.48,0.24,1,1,0,0,0,1,0,0,0,0,0,0
1,1,0,35,6.90776,16,0.161,0.081,1,1,0,1,0,1,0,0,1,0,0,0
13,0,0,38,5.29832,0,0.48,0.24,0,0,0,0,0,1,0,0,0,0,1,0
2,0,1,33,6.71538,13,0.195,0.098,1,0,0,0,0,1,0,1,0,0,0,0
1,1,0,49,5.76832,7,0.48,0.24,0,1,1,1,0,1,0,0,0,0,0,0
21,0,1,48,5.9135,12,0.435,0.218,0,1,1,0,0,1,0,0,0,0,0,0
4,1,1,31,5.78383,0,0.48,0.24,0,0,1,0,1,0,0,0,0,0,1,0
13,0,1,43,5.52146,6,0.48,0.24,1,1,0,1,0,1,0,0,0,0,0,0
12,0,1,58,5.70378,18,0.48,0.24,1,1,0,1,0,1,0,0,0,0,0,0
18,0,1,59,5.8861,5,0.447,0.224,1,0,1,0,0,1,0,0,0,0,0,0
15,0,1,43,5.99396,8,0.401,0.201,1,0,0,0,0,1,0,0,0,0,0,0
9,1,1,21,5.56068,2,0.48,0.24,0,0,1,1,0,0,0,0,0,0,0,0
12,0,1,25,6.18415,3,0.332,0.166,1,0,0,0,1,0,0,1,0,0,0,0
1,1,0,24,6.04737,4,0.381,0.19,1,1,0,0,0,0,0,0,1,0,0,0
2,0,1,46,6.10925,0,0.358,0.179,1,0,1,1,0,0,0,0,0,0,1,0
2,1,0,53,5.99146,18,0.403,0.201,1,1,0,0,0,0,0,0,0,1,0,0
1,1,0,27,6.2804,4,0.301,0.151,1,1,0,0,0,0,0,0,0,0,0,0
1,0,0,34,5.78383,2,0.48,0.24,1,1,0,1,0,1,0,0,0,0,0,0
9,0,1,43,6.30992,0,0.293,0.146,1,1,0,1,0,0,0,0,0,1,0,0
3,0,1,23,5.48064,5,0.48,0.24,1,1,0,1,0,1,0,0,0,0,0,0
5,1,0,23,4.89784,1,0.48,0.24,1,0,1,0,0,1,0,0,0,0,0,0
14,1,0,27,5.07517,0,0.48,0.24,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,28,6.39693,5,0.268,0.134,1,1,0,0,0,0,0,0,0,1,0,0
27,0,0,26,5.07517,1,0.48,0.24,0,1,1,0,0,0,0,0,0,0,0,0
3,0,0,23,5.01064,1,0.48,0.24,1,1,0,0,0,1,0,0,0,1,0,0
2,1,1,33,5.48064,0,0.48,0.24,0,1,1,1,0,1,0,0,0,0,0,0
3,0,1,26,5.70044,1,0.48,0.24,0,0,1,0,0,1,0,0,0,0,0,0
18,0,1,61,6.48768,6,0.245,0.123,1,1,0,0,0,0,0,0,0,0,1,0
3,0,1,29,4.82831,0,0.48,0.24,0,0,1,0,0,0,0,0,0,0,1,0
8,0,0,30,5.82895,0,0.474,0.237,1,0,0,1,0,1,1,0,0,0,0,0
1,0,1,30,5.63479,0,0.48,0.24,1,1,0,1,0,1,0,0,1,0,0,0
28,0,1,29,5.72031,7,0.48,0.24,0,0,0,0,1,1,0,0,0,0,0,0
6,1,0,25,5.01064,0,0.48,0.24,0,0,1,1,0,1,0,0,0,0,0,0
2,1,0,25,5.99146,8,0.403,0.201,1,1,0,1,0,1,1,0,0,0,0,0
2,1,0,48,6.39693,5,0.268,0.134,1,1,0,0,0,1,0,0,1,0,0,0
13,0,0,24,4.89784,0,0.48,0.24,0,0,0,0,1,1,0,0,1,0,0,0
22,0,1,35,5.77455,16,0.48,0.24,0,1,1,1,1,1,0,0,0,0,0,0
2,0,0,53,5.85793,10,0.46,0.23,1,0,0,0,1,1,0,0,1,0,0,0
18,1,0,51,6.39693,27,0.268,0.134,1,1,0,0,0,0,0,0,0,1,0,0
11,0,1,21,5.29832,6,0.48,0.24,0,0,0,0,0,1,0,0,0,1,0,0
6,0,1,48,6.21461,15,0.322,0.161,1,1,0,0,0,1,0,1,0,0,0,0
12,0,1,56,5.70378,32,0.48,0.24,1,0,1,0,1,0,0,0,0,0,0,0
6,1,1,50,5.07517,5,0.48,0.24,0,1,1,0,0,1,0,0,0,1,0,0
13,0,0,24,3.21888,0,2.04,1.02,0,0,0,0,0,1,0,0,0,1,0,0
15,0,0,22,5.01064,4,0.48,0.24,0,0,0,1,0,1,0,0,0,0,0,0
27,0,0,43,5.29832,0,0.48,0.24,0,1,1,1,0,1,0,0,0,0,0,0
13,1,1,36,6.47697,4,0.248,0.124,0,1,1,1,0,0,1,0,0,0,0,0
5,1,1,33,5.48064,6,0.48,0.24,1,1,0,1,0,0,0,0,0,0,0,0
7,0,1,24,5.39816,2,0.48,0.24,0,0,0,1,1,0,0,0,0,0,0,0
14,0,1,27,6.01616,10,0.393,0.196,0,1,1,0,0,0,0,0,0,1,0,0
3,0,0,54,5.48064,15,0.48,0.24,1,0,0,0,0,1,0,0,0,0,0,0
2,1,0,21,5.01064,0,0.48,0.24,0,0,0,1,0,1,0,0,0,0,0,0
16,0,0,49,5.85793,5,0.46,0.23,1,0,0,0,0,1,0,0,1,0,0,0
1,1,0,27,5.99146,5,0.403,0.201,1,1,0,1,0,0,0,0,0,0,1,0
2,1,1,22,5.29832,0,0.5,0.1,1,1,0,0,0,1,0,0,0,1,0,0
2,1,1,29,6.25383,5,0.283,0.057,1,1,0,0,0,1,0,0,1,0,0,0
13,0,0,50,5.99146,0,0.368,0.074,1,1,0,0,0,1,0,1,0,0,0,0
14,1,0,33,6.35784,12,0.255,0.051,1,1,0,1,0,0,0,0,0,1,0,0
1,1,0,32,6.21461,11,0.294,0.059,1,1,0,0,0,1,0,0,0,0,0,0
5,0,1,24,5.04986,0,0.5,0.1,1,1,0,1,0,1,0,0,0,1,0,0
18,1,1,30,5.43808,3,0.5,0.1,1,0,1,1,0,1,0,0,0,0,0,0
8,1,1,36,5.99146,17,0.368,0.074,1,1,0,1,0,1,0,0,0,0,0,0
10,0,1,35,5.70378,1,0.49,0.098,1,1,0,1,0,0,0,0,0,1,0,0
19,0,1,43,6.10925,18,0.327,0.065,1,1,0,1,0,1,0,0,0,0,0,0
1,0,1,34,5.40717,6,0.5,0.1,0,1,1,1,0,0,0,0,0,0,0,0
2,1,1,24,5.76832,4,0.459,0.092,1,1,0,1,0,1,0,0,0,0,0,0
7,0,0,52,6.68461,23,0.184,0.037,1,1,0,1,0,0,0,0,0,0,0,0
4,0,1,24,5.66643,1,0.5,0.1,0,0,0,0,0,1,0,0,0,0,0,0
19,0,1,39,6.01127,19,0.36,0.072,1,1,0,1,0,1,0,0,0,0,0,0
12,0,1,51,5.70378,19,0.49,0.098,1,0,1,0,0,1,0,0,0,0,0,0
7,1,1,28,5.99146,0,0.368,0.074,1,1,0,0,0,1,0,0,0,0,0,0
3,0,1,42,6.63332,0,0.193,0.039,1,1,0,1,0,1,0,1,0,0,0,0
8,0,0,28,4.78749,0,0.5,0.1,0,0,1,0,1,1,0,0,0,0,0,0
3,0,1,22,5.29832,3,0.5,0.1,0,0,0,1,0,1,0,0,0,0,1,0
11,0,1,26,5.76832,7,0.459,0.092,1,1,0,0,0,0,0,0,0,0,0,0
13,0,1,26,5.59842,7,0.5,0.1,1,1,0,1,0,1,0,0,0,0,0,0
13,0,1,29,5.70378,8,0.49,0.098,1,1,0,1,1,1,0,0,0,0,0,0
6,0,1,24,5.63479,1,0.5,0.1,1,0,1,0,0,1,0,0,0,0,0,0
14,0,0,21,4.94164,1,0.5,0.1,1,0,1,0,0,0,0,0,0,0,0,0
5,1,0,41,6.62007,10,0.196,0.039,1,1,0,1,0,0,0,0,0,0,0,0
5,0,1,31,5.85793,0,0.42,0.084,1,1,0,1,0,1,0,0,0,0,0,0
10,0,1,40,6.30992,15,0.267,0.053,1,0,0,0,0,1,0,0,0,0,0,0
6,0,1,29,5.34711,0,0.5,0.1,1,0,1,1,0,0,0,0,0,1,0,0
14,0,1,27,5.39363,8,0.5,0.1,1,0,1,0,0,0,0,0,0,0,0,0
12,1,1,23,5.29832,3,0.5,0.1,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,24,6.19441,3,0.3,0.06,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,38,5.52146,1,0.5,0.1,1,1,0,1,0,1,0,0,0,0,0,0
6,0,0,24,5.29832,0,0.5,0.1,1,0,0,0,0,1,0,0,0,0,0,0
3,0,0,32,5.99146,3,0.368,0.074,1,0,1,0,0,0,0,0,0,0,0,0
6,1,1,31,5.85793,0,0.42,0.084,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,36,4.94164,1,0.5,0.1,0,1,1,1,0,1,0,0,0,0,0,0
4,0,0,43,6.39693,20,0.245,0.049,1,0,0,0,0,1,0,1,0,0,0,0
6,0,0,34,4.82831,2,0.5,0.1,0,0,0,0,0,1,0,0,0,0,1,0
7,0,1,43,6.64639,5,0.191,0.038,1,1,0,0,0,1,0,0,0,0,0,0
8,0,1,24,5.5835,2,0.5,0.1,1,0,0,0,0,1,0,0,0,0,0,0
23,0,1,34,6.39693,12,0.245,0.049,1,1,0,1,1,1,0,0,0,0,0,0
6,1,0,32,6.55108,8,0.21,0.042,1,1,0,1,0,1,0,0,0,0,0,0
7,0,1,33,5.8861,10,0.408,0.082,1,1,0,1,0,1,0,0,0,0,1,0
18,0,0,21,5.01064,0,0.5,0.1,0,0,0,0,0,1,0,0,0,0,0,0
